Dates,Close
07/04/2004,25.59
08/04/2004,25.48
12/04/2004,25.61
13/04/2004,25.45
14/04/2004,25.51
15/04/2004,25.22
16/04/2004,25.16
19/04/2004,25.53
20/04/2004,25.33
21/04/2004,25.45
22/04/2004,25.95
23/04/2004,27.54
26/04/2004,27.24
27/04/2004,27.22
28/04/2004,26.56
29/04/2004,26.48
30/04/2004,26.13
03/05/2004,26.35
04/05/2004,26.33
05/05/2004,26.3
06/05/2004,26.12
07/05/2004,25.78
10/05/2004,25.93
11/05/2004,25.94
12/05/2004,25.94
13/05/2004,26.1
14/05/2004,25.86
17/05/2004,25.54
18/05/2004,25.83
19/05/2004,25.62
20/05/2004,25.73
21/05/2004,25.89
24/05/2004,25.76
25/05/2004,26.1
26/05/2004,26.14
27/05/2004,26.19
28/05/2004,26.23
01/06/2004,26.11
02/06/2004,26.13
03/06/2004,25.89
04/06/2004,25.95
07/06/2004,26.43
08/06/2004,26.6
09/06/2004,26.47
10/06/2004,26.77
14/06/2004,26.9
15/06/2004,27.41
16/06/2004,27.32
17/06/2004,27.77
18/06/2004,28.35
21/06/2004,28.35
22/06/2004,28.29
23/06/2004,28.3
24/06/2004,28.39
25/06/2004,28.57
28/06/2004,28.28
29/06/2004,28.5
30/06/2004,28.56
01/07/2004,28.63
02/07/2004,28.57
06/07/2004,28.02
07/07/2004,28.1
08/07/2004,27.64
09/07/2004,27.86
12/07/2004,27.89
13/07/2004,27.6
14/07/2004,28.13
15/07/2004,27.87
16/07/2004,27.48
19/07/2004,27.95
20/07/2004,28.32
21/07/2004,28.86
22/07/2004,29
23/07/2004,28.03
26/07/2004,28.66
27/07/2004,28.44
28/07/2004,28.58
29/07/2004,28.48
30/07/2004,28.49
02/08/2004,28.52
03/08/2004,28.07
04/08/2004,28.06
05/08/2004,27.53
06/08/2004,27.14
09/08/2004,27.18
10/08/2004,27.72
11/08/2004,27.41
12/08/2004,26.88
13/08/2004,27.02
16/08/2004,27.09
17/08/2004,27.05
18/08/2004,27.46
19/08/2004,27.12
20/08/2004,27.2
23/08/2004,27.24
24/08/2004,27.24
25/08/2004,27.55
26/08/2004,27.44
27/08/2004,27.46
30/08/2004,27.3
31/08/2004,27.3
01/09/2004,27.39
02/09/2004,27.62
03/09/2004,27.11
07/09/2004,27.36
08/09/2004,27.26
09/09/2004,27.28
10/09/2004,27.49
13/09/2004,27.25
14/09/2004,27.44
15/09/2004,27.19
16/09/2004,27.26
17/09/2004,27.51
20/09/2004,27.51
21/09/2004,27.26
22/09/2004,27.12
23/09/2004,27.35
24/09/2004,27.29
27/09/2004,27.19
28/09/2004,27.27
29/09/2004,27.58
30/09/2004,27.65
01/10/2004,28.25
04/10/2004,28.12
05/10/2004,28.38
06/10/2004,28.53
07/10/2004,28.17
08/10/2004,27.99
11/10/2004,28.06
12/10/2004,28.03
13/10/2004,28.03
14/10/2004,27.8
15/10/2004,27.99
18/10/2004,28.41
19/10/2004,28.18
20/10/2004,28.7
21/10/2004,28.56
22/10/2004,27.74
25/10/2004,27.63
26/10/2004,27.9
27/10/2004,28.15
28/10/2004,28.01
29/10/2004,27.97
01/11/2004,28.08
02/11/2004,28.24
03/11/2004,28.47
04/11/2004,29
05/11/2004,29.31
08/11/2004,29.28
09/11/2004,29.77
10/11/2004,29.73
11/11/2004,29.98
12/11/2004,29.97
15/11/2004,27.39
16/11/2004,27.12
17/11/2004,27.17
18/11/2004,27.07
19/11/2004,26.86
22/11/2004,26.65
23/11/2004,26.53
24/11/2004,26.64
26/11/2004,26.6
29/11/2004,26.77
30/11/2004,26.81
01/12/2004,27.25
02/12/2004,27.09
03/12/2004,27.23
06/12/2004,27.33
07/12/2004,27.07
08/12/2004,27.36
09/12/2004,27.23
10/12/2004,27.08
13/12/2004,27.25
14/12/2004,27.23
15/12/2004,27.11
16/12/2004,27.16
17/12/2004,26.96
20/12/2004,26.95
21/12/2004,27.07
22/12/2004,26.97
23/12/2004,27.01
27/12/2004,26.85
28/12/2004,26.95
29/12/2004,26.9
30/12/2004,26.76
31/12/2004,26.72
03/01/2005,26.74
04/01/2005,26.84
05/01/2005,26.78
06/01/2005,26.75
07/01/2005,26.67
10/01/2005,26.8
11/01/2005,26.73
12/01/2005,26.78
13/01/2005,26.27
14/01/2005,26.12
18/01/2005,26.32
19/01/2005,25.98
20/01/2005,25.86
21/01/2005,25.65
24/01/2005,25.67
25/01/2005,26.02
26/01/2005,26.01
27/01/2005,26.11
28/01/2005,26.18
31/01/2005,26.28
01/02/2005,26.39
02/02/2005,26.46
03/02/2005,26.18
04/02/2005,26.32
07/02/2005,26.16
08/02/2005,26.24
09/02/2005,26.07
10/02/2005,26.06
11/02/2005,25.97
14/02/2005,26.01
15/02/2005,25.93
16/02/2005,25.79
17/02/2005,25.65
18/02/2005,25.48
22/02/2005,25.23
23/02/2005,25.2
24/02/2005,25.37
25/02/2005,25.25
28/02/2005,25.16
01/03/2005,25.28
02/03/2005,25.26
03/03/2005,25.17
04/03/2005,25.17
07/03/2005,25.47
08/03/2005,25.4
09/03/2005,25.31
10/03/2005,25.43
11/03/2005,25.09
14/03/2005,25.11
15/03/2005,24.91
16/03/2005,24.63
17/03/2005,24.54
18/03/2005,24.31
21/03/2005,24.2
22/03/2005,23.99
23/03/2005,24.18
24/03/2005,24.28
28/03/2005,24.2
29/03/2005,23.92
30/03/2005,24.16
31/03/2005,24.17
01/04/2005,24.12
04/04/2005,24.23
05/04/2005,24.47
06/04/2005,24.67
07/04/2005,25.1
08/04/2005,24.94
11/04/2005,24.97
12/04/2005,25.32
13/04/2005,25.04
14/04/2005,24.84
15/04/2005,24.46
18/04/2005,24.65
19/04/2005,24.63
20/04/2005,24.32
21/04/2005,25.28
22/04/2005,24.98
25/04/2005,24.99
26/04/2005,24.76
27/04/2005,24.99
28/04/2005,24.45
29/04/2005,25.3
02/05/2005,25.23
03/05/2005,25.36
04/05/2005,25.21
05/05/2005,25.23
06/05/2005,25.22
09/05/2005,25.11
10/05/2005,24.9
11/05/2005,24.91
12/05/2005,25
13/05/2005,25.3
16/05/2005,25.49
17/05/2005,25.46
18/05/2005,25.7
19/05/2005,25.92
20/05/2005,25.74
23/05/2005,25.85
24/05/2005,25.75
25/05/2005,25.71
26/05/2005,25.9
27/05/2005,26.07
31/05/2005,25.8
01/06/2005,25.84
02/06/2005,25.79
03/06/2005,25.43
06/06/2005,25.37
07/06/2005,25.51
08/06/2005,25.4
09/06/2005,25.51
10/06/2005,25.43
13/06/2005,25.31
14/06/2005,25.36
15/06/2005,25.26
16/06/2005,25.04
17/06/2005,25.04
20/06/2005,25.11
21/06/2005,25.15
22/06/2005,25.07
23/06/2005,25.31
24/06/2005,25.04
27/06/2005,25.05
28/06/2005,25.07
29/06/2005,25.09
30/06/2005,24.84
01/07/2005,24.71
05/07/2005,24.98
06/07/2005,24.7
07/07/2005,24.65
08/07/2005,25.09
11/07/2005,25.29
12/07/2005,25.61
13/07/2005,25.66
14/07/2005,25.97
15/07/2005,25.79
18/07/2005,25.55
19/07/2005,26.16
20/07/2005,26.19
21/07/2005,26.44
22/07/2005,25.68
25/07/2005,25.69
26/07/2005,25.54
27/07/2005,25.72
28/07/2005,25.75
29/07/2005,25.61
01/08/2005,25.92
02/08/2005,26.81
03/08/2005,27.25
04/08/2005,27.32
05/08/2005,27.76
08/08/2005,27.13
09/08/2005,27.35
10/08/2005,26.95
11/08/2005,27.27
12/08/2005,27.05
15/08/2005,27.13
16/08/2005,26.74
17/08/2005,26.95
18/08/2005,26.82
19/08/2005,26.72
22/08/2005,26.91
23/08/2005,26.87
24/08/2005,26.81
25/08/2005,27.03
26/08/2005,26.97
29/08/2005,27.15
30/08/2005,27.18
31/08/2005,27.38
01/09/2005,27.2
02/09/2005,27.02
06/09/2005,27
07/09/2005,26.85
08/09/2005,26.61
09/09/2005,26.58
12/09/2005,26.61
13/09/2005,26.48
14/09/2005,26.31
15/09/2005,26.27
16/09/2005,26.07
19/09/2005,26
20/09/2005,25.84
21/09/2005,25.49
22/09/2005,25.34
23/09/2005,25.27
26/09/2005,25.27
27/09/2005,25.34
28/09/2005,25.67
29/09/2005,25.94
30/09/2005,25.73
03/10/2005,25.5
04/10/2005,24.98
05/10/2005,24.67
06/10/2005,24.73
07/10/2005,24.59
10/10/2005,24.46
11/10/2005,24.41
12/10/2005,24.3
13/10/2005,24.59
14/10/2005,24.67
17/10/2005,24.53
18/10/2005,24.57
19/10/2005,25.09
20/10/2005,24.79
21/10/2005,24.78
24/10/2005,25.1
25/10/2005,25.03
26/10/2005,25.11
27/10/2005,24.85
28/10/2005,25.53
31/10/2005,25.7
01/11/2005,25.96
02/11/2005,26.46
03/11/2005,26.44
04/11/2005,26.66
07/11/2005,27.01
08/11/2005,27.05
09/11/2005,26.96
10/11/2005,27.09
11/11/2005,27.28
14/11/2005,27.35
15/11/2005,27.5
16/11/2005,27.74
17/11/2005,27.97
18/11/2005,28.07
21/11/2005,28.16
22/11/2005,27.91
23/11/2005,27.92
25/11/2005,27.76
28/11/2005,27.75
29/11/2005,27.68
30/11/2005,27.68
01/12/2005,27.89
02/12/2005,28.01
05/12/2005,27.85
06/12/2005,27.69
07/12/2005,27.75
08/12/2005,27.69
09/12/2005,27.71
12/12/2005,27.45
13/12/2005,27.13
14/12/2005,27.09
15/12/2005,26.92
16/12/2005,26.9
19/12/2005,26.83
20/12/2005,26.86
